,fname,lname,year,paperId
9602,Gilbas,Ménier,2008,http://arxiv.org/abs/0805.4107v1
9603,Pierre-François,Marteau,2008,http://arxiv.org/abs/0805.4107v1
9604,M.,Mrissa,2008,http://arxiv.org/abs/0806.1816v1
9605,Ph.,Thiran,2008,http://arxiv.org/abs/0806.1816v1
9606,J-M.,Jacquet,2008,http://arxiv.org/abs/0806.1816v1
9607,D.,Benslimane,2008,http://arxiv.org/abs/0806.1816v1
9608,Z.,Maamar,2008,http://arxiv.org/abs/0806.1816v1
9609,A.,Masse,2008,http://arxiv.org/abs/0806.3710v2
9610,G.,Chicoisne,2008,http://arxiv.org/abs/0806.3710v2
9611,Y.,Gargouri,2008,http://arxiv.org/abs/0806.3710v2
9612,S.,Harnad,2008,http://arxiv.org/abs/0806.3710v2
9613,O.,Picard,2008,http://arxiv.org/abs/0806.3710v2
9614,O.,Marcotte,2008,http://arxiv.org/abs/0806.3710v2
9615,Michael,Schmidt,2008,http://arxiv.org/abs/0806.4627v2
9616,Thomas,Hornung,2008,http://arxiv.org/abs/0806.4627v2
9617,Georg,Lausen,2008,http://arxiv.org/abs/0806.4627v2
9618,Christoph,Pinkel,2008,http://arxiv.org/abs/0806.4627v2
9619,Herman,Haverkort,2008,http://arxiv.org/abs/0806.4787v2
9620,Freek,Walderveen,2008,http://arxiv.org/abs/0806.4787v2
9621,James,Cheney,2008,http://arxiv.org/abs/0807.1211v1
9622,Philip,Davis,2008,http://arxiv.org/abs/0807.2678v3
9623,Christoph,Koch,2008,http://arxiv.org/abs/0807.4620v1
9624,Philipp,Mayr,2008,http://arxiv.org/abs/0808.0518v1
9625,Vivien,Petras,2008,http://arxiv.org/abs/0808.0518v1
9626,Stevan,Harnad,2008,http://arxiv.org/abs/0808.3296v2
9627,Tanel,Poder,2008,http://arxiv.org/abs/0809.2532v1
9628,Neil,Gunther,2008,http://arxiv.org/abs/0809.2532v1
9629,Tomas,Feder,2008,http://arxiv.org/abs/0810.5578v1
9630,Shubha,Nabar,2008,http://arxiv.org/abs/0810.5578v1
9631,Evimaria,Terzi,2008,http://arxiv.org/abs/0810.5578v1
9632,Rajeev,Motwani,2008,http://arxiv.org/abs/0810.5582v2
9633,Shubha,Nabar,2008,http://arxiv.org/abs/0810.5582v2
9634,Sofie,Haesevoets,2008,http://arxiv.org/abs/0810.5725v2
9635,Bart,Kuijpers,2008,http://arxiv.org/abs/0810.5725v2
9636,George,Fletcher,2008,http://arxiv.org/abs/0811.1083v1
9637,Peter,Beck,2008,http://arxiv.org/abs/0811.1083v1
9638,Arpita,Ghosh,2008,http://arxiv.org/abs/0811.2841v3
9639,Tim,Roughgarden,2008,http://arxiv.org/abs/0811.2841v3
9640,Mukund,Sundararajan,2008,http://arxiv.org/abs/0811.2841v3
9641,Rasmus,Pagh,2008,http://arxiv.org/abs/0811.2904v1
9642,S.,Rao,2008,http://arxiv.org/abs/0811.2904v1
9643,Daniel,Lemire,2008,http://arxiv.org/abs/0811.3301v2
9644,Ke,Yi,2008,http://arxiv.org/abs/0811.4346v1
9645,Sabu,Thampi,2008,http://arxiv.org/abs/0812.0438v1
9646,James,Cheney,2008,http://arxiv.org/abs/0812.0564v1
9647,Umut,Acar,2008,http://arxiv.org/abs/0812.0564v1
9648,Amal,Ahmed,2008,http://arxiv.org/abs/0812.0564v1
9649,Maurice,Ling,2009,http://arxiv.org/abs/0901.0213v1
9650,Christophe,Lefevre,2009,http://arxiv.org/abs/0901.0213v1
9651,Kevin,Nicholas,2009,http://arxiv.org/abs/0901.0213v1
9652,Alexandre,Riazanov,2009,http://arxiv.org/abs/0901.0339v3
9653,Pasquale,Donato,2009,http://arxiv.org/abs/0901.4224v1
9654,Vadim,Tropashko,2009,http://arxiv.org/abs/0902.3532v2
9655,Rokia,Missaoui,2009,http://arxiv.org/abs/0902.4042v1
9656,Leonard,Kwuida,2009,http://arxiv.org/abs/0902.4042v1
9657,Mohamed,Quafafou,2009,http://arxiv.org/abs/0902.4042v1
9658,Jean,Vaillancourt,2009,http://arxiv.org/abs/0902.4042v1
9659,Edith,Cohen,2009,http://arxiv.org/abs/0903.0625v1
9660,Haim,Kaplan,2009,http://arxiv.org/abs/0903.0625v1
9661,Raymond,Wong,2009,http://arxiv.org/abs/0903.0682v1
9662,Ada,Fu,2009,http://arxiv.org/abs/0903.0682v1
9663,Jia,Liu,2009,http://arxiv.org/abs/0903.0682v1
9664,Ke,Wang,2009,http://arxiv.org/abs/0903.0682v1
9665,Yabo,Xu,2009,http://arxiv.org/abs/0903.0682v1
9666,Denis,Mindolin,2009,http://arxiv.org/abs/0903.1878v1
9667,Jan,Chomicki,2009,http://arxiv.org/abs/0903.1878v1
9668,Wanbin,Son,2009,http://arxiv.org/abs/0903.3072v1
9669,Mu-Woong,Lee,2009,http://arxiv.org/abs/0903.3072v1
9670,Hee-Kap,Ahn,2009,http://arxiv.org/abs/0903.3072v1
9671,Seung-won,Hwang,2009,http://arxiv.org/abs/0903.3072v1
9672,Petar,Kormushev,2009,http://arxiv.org/abs/0904.0313v1
9673,Michaela,Goetz,2009,http://arxiv.org/abs/0904.0682v4
9674,Ashwin,Machanavajjhala,2009,http://arxiv.org/abs/0904.0682v4
9675,Guozhang,Wang,2009,http://arxiv.org/abs/0904.0682v4
9676,Xiaokui,Xiao,2009,http://arxiv.org/abs/0904.0682v4
9677,Johannes,Gehrke,2009,http://arxiv.org/abs/0904.0682v4
9678,Michael,Hay,2009,http://arxiv.org/abs/0904.0942v5
9679,Vibhor,Rastogi,2009,http://arxiv.org/abs/0904.0942v5
9680,Gerome,Miklau,2009,http://arxiv.org/abs/0904.0942v5
9681,Dan,Suciu,2009,http://arxiv.org/abs/0904.0942v5
9682,Jian,Li,2009,http://arxiv.org/abs/0904.1366v4
9683,Barna,Saha,2009,http://arxiv.org/abs/0904.1366v4
9684,Amol,Deshpande,2009,http://arxiv.org/abs/0904.1366v4
9685,David,Spivak,2009,http://arxiv.org/abs/0904.2012v1
9686,Heping,Hu,2009,http://arxiv.org/abs/0904.3060v1
9687,Yingyu,Zhang,2009,http://arxiv.org/abs/0904.3060v1
9688,Zhengding,Lu,2009,http://arxiv.org/abs/0904.3060v1
9689,Jie,Luo,2009,http://arxiv.org/abs/0904.4041v1
9690,Mario,Nascimento,2009,http://arxiv.org/abs/0904.4041v1
9691,Yong,Cao,2009,http://arxiv.org/abs/0905.2200v1
9692,Debprakash,Patnaik,2009,http://arxiv.org/abs/0905.2200v1
9693,Sean,Ponce,2009,http://arxiv.org/abs/0905.2200v1
9694,Jeremy,Archuleta,2009,http://arxiv.org/abs/0905.2200v1
9695,Patrick,Butler,2009,http://arxiv.org/abs/0905.2200v1
9696,Wu-chun,Feng,2009,http://arxiv.org/abs/0905.2200v1
9697,Naren,Ramakrishnan,2009,http://arxiv.org/abs/0905.2200v1
9698,Debprakash,Patnaik,2009,http://arxiv.org/abs/0905.2203v1
9699,Sean,Ponce,2009,http://arxiv.org/abs/0905.2203v1
9700,Yong,Cao,2009,http://arxiv.org/abs/0905.2203v1
9701,Naren,Ramakrishnan,2009,http://arxiv.org/abs/0905.2203v1
9702,Christos,Attikos,2009,http://arxiv.org/abs/0905.4138v1
9703,Michael,Doumpos,2009,http://arxiv.org/abs/0905.4138v1
9704,A.,Akinwalle,2009,http://arxiv.org/abs/0905.4201v1
9705,F.,Ibharalu,2009,http://arxiv.org/abs/0905.4201v1
9706,Chris,Giannella,2009,http://arxiv.org/abs/0906.0684v1
9707,Yongxin,Tong,2009,http://arxiv.org/abs/0906.0885v1
9708,Li,Zhao,2009,http://arxiv.org/abs/0906.0885v1
9709,Dan,Yu,2009,http://arxiv.org/abs/0906.0885v1
9710,Shilong,Ma,2009,http://arxiv.org/abs/0906.0885v1
9711,Ke,Xu,2009,http://arxiv.org/abs/0906.0885v1
9712,Sylvie,Noel,2009,http://arxiv.org/abs/0906.0910v1
9713,Daniel,Lemire,2009,http://arxiv.org/abs/0906.0910v1
9714,Panagiotis,Papadakos,2009,http://arxiv.org/abs/0906.3112v1
9715,Yannis,Theoharis,2009,http://arxiv.org/abs/0906.3112v1
9716,Yannis,Marketakis,2009,http://arxiv.org/abs/0906.3112v1
9717,Nikos,Armenatzoglou,2009,http://arxiv.org/abs/0906.3112v1
9718,Yannis,Tzitzikas,2009,http://arxiv.org/abs/0906.3112v1
9719,Naveen,Ashish,2009,http://arxiv.org/abs/0906.4096v2
9720,Dmitri,Kalashnikov,2009,http://arxiv.org/abs/0906.4096v2
9721,Sharad,Mehrotra,2009,http://arxiv.org/abs/0906.4096v2
9722,Nalini,Venkatasubramanian,2009,http://arxiv.org/abs/0906.4096v2
9723,Anjana,Pandey,2009,http://arxiv.org/abs/0906.4172v1
9724,K.,Pardasani,2009,http://arxiv.org/abs/0906.4172v1
9725,Michael,Meier,2009,http://arxiv.org/abs/0906.4228v2
9726,Michael,Schmidt,2009,http://arxiv.org/abs/0906.4228v2
9727,Georg,Lausen,2009,http://arxiv.org/abs/0906.4228v2
9728,Edith,Cohen,2009,http://arxiv.org/abs/0906.4560v2
9729,Haim,Kaplan,2009,http://arxiv.org/abs/0906.4560v2
9730,Subhabrata,Sen,2009,http://arxiv.org/abs/0906.4560v2
9731,Chendong,Li,2009,http://arxiv.org/abs/0906.5040v1
9732,Markus,Ojala,2009,http://arxiv.org/abs/0906.5485v1
9733,Gemma,Garriga,2009,http://arxiv.org/abs/0906.5485v1
9734,Aristides,Gionis,2009,http://arxiv.org/abs/0906.5485v1
9735,Heikki,Mannila,2009,http://arxiv.org/abs/0906.5485v1
9736,Saqib,Saeed,2009,http://arxiv.org/abs/0906.5608v1
9737,Christoph,Kunz,2009,http://arxiv.org/abs/0906.5608v1
9738,Naveen,Ashish,2009,http://arxiv.org/abs/0907.1632v1
9739,Sharad,Mehrotra,2009,http://arxiv.org/abs/0907.1632v1
9740,Pouria,Pirzadeh,2009,http://arxiv.org/abs/0907.1632v1
9741,Matteo,Magnani,2009,http://arxiv.org/abs/0907.1978v1
9742,Danilo,Montesi,2009,http://arxiv.org/abs/0907.1978v1
9743,A.,Arroyuelo,2009,http://arxiv.org/abs/0907.2089v2
9744,F.,Claude,2009,http://arxiv.org/abs/0907.2089v2
9745,S.,Maneth,2009,http://arxiv.org/abs/0907.2089v2
9746,V.,Mäkinen,2009,http://arxiv.org/abs/0907.2089v2
9747,G.,Navarro,2009,http://arxiv.org/abs/0907.2089v2
9748,K.,Nguyen,2009,http://arxiv.org/abs/0907.2089v2
9749,J.,Siren,2009,http://arxiv.org/abs/0907.2089v2
9750,N.,Välimäki,2009,http://arxiv.org/abs/0907.2089v2
9751,Oktie,Hassanzadeh,2009,http://arxiv.org/abs/0907.2471v1
9752,Thomas,Bernecker,2009,http://arxiv.org/abs/0907.2868v1
9753,Hans-Peter,Kriegel,2009,http://arxiv.org/abs/0907.2868v1
9754,Nikos,Mamoulis,2009,http://arxiv.org/abs/0907.2868v1
9755,Matthias,Renz,2009,http://arxiv.org/abs/0907.2868v1
9756,Andreas,Zuefle,2009,http://arxiv.org/abs/0907.2868v1
9757,Chiranjeeb,Buragohain,2009,http://arxiv.org/abs/0907.2951v1
9758,Luca,Foschini,2009,http://arxiv.org/abs/0907.2951v1
9759,Subhash,Suri,2009,http://arxiv.org/abs/0907.2951v1
9760,C.,Balasubramanian,2009,http://arxiv.org/abs/0908.0984v1
9761,K.,Duraiswamy,2009,http://arxiv.org/abs/0908.0984v1
9762,Dr.,Mishra,2009,http://arxiv.org/abs/0908.0994v1
9763,Neha,Koria,2009,http://arxiv.org/abs/0908.0994v1
9764,Nikhil,Kapoor,2009,http://arxiv.org/abs/0908.0994v1
9765,Ravish,Bahety,2009,http://arxiv.org/abs/0908.0994v1
9766,Davood,Rafiei,2009,http://arxiv.org/abs/0908.2588v1
9767,Haobin,Li,2009,http://arxiv.org/abs/0908.2588v1
9768,Joel,Branch,2009,http://arxiv.org/abs/0909.0685v1
9769,Chris,Giannella,2009,http://arxiv.org/abs/0909.0685v1
9770,Boleslaw,Szymanski,2009,http://arxiv.org/abs/0909.0685v1
9771,Ran,Wolff,2009,http://arxiv.org/abs/0909.0685v1
9772,Hillol,Kargupta,2009,http://arxiv.org/abs/0909.0685v1
9773,Raymond,Wong,2009,http://arxiv.org/abs/0909.1127v1
9774,Ada,Fu,2009,http://arxiv.org/abs/0909.1127v1
9775,Ke,Wang,2009,http://arxiv.org/abs/0909.1127v1
9776,Yabo,Xu,2009,http://arxiv.org/abs/0909.1127v1
9777,Jian,Pei,2009,http://arxiv.org/abs/0909.1127v1
9778,Philip,Yu,2009,http://arxiv.org/abs/0909.1127v1
9779,William,Marczak,2009,http://arxiv.org/abs/0909.1759v1
9780,David,Zook,2009,http://arxiv.org/abs/0909.1759v1
9781,Wenchao,Zhou,2009,http://arxiv.org/abs/0909.1759v1
9782,Molham,Aref,2009,http://arxiv.org/abs/0909.1759v1
9783,Boon,Loo,2009,http://arxiv.org/abs/0909.1759v1
9784,Ragib,Hasan,2009,http://arxiv.org/abs/0909.1763v1
9785,Radu,Sion,2009,http://arxiv.org/abs/0909.1763v1
9786,Marianne,Winslett,2009,http://arxiv.org/abs/0909.1763v1
9787,Uwe,Roehm,2009,http://arxiv.org/abs/0909.1764v1
9788,Jose,Blakeley,2009,http://arxiv.org/abs/0909.1764v1
9789,Arnab,Nandi,2009,http://arxiv.org/abs/0909.1765v1
9790,H,Jagadish,2009,http://arxiv.org/abs/0909.1765v1
9791,David,Lomet,2009,http://arxiv.org/abs/0909.1768v1
9792,Alan,Fekete,2009,http://arxiv.org/abs/0909.1768v1
9793,Gerhard,Weikum,2009,http://arxiv.org/abs/0909.1768v1
9794,Mike,Zwilling,2009,http://arxiv.org/abs/0909.1768v1
9795,Zachary,Ives,2009,http://arxiv.org/abs/0909.1769v1
9796,Craig,Knoblock,2009,http://arxiv.org/abs/0909.1769v1
9797,Steve,Minton,2009,http://arxiv.org/abs/0909.1769v1
9798,Marie,Jacob,2009,http://arxiv.org/abs/0909.1769v1
9799,Partha,Talukdar,2009,http://arxiv.org/abs/0909.1769v1
9800,Rattapoom,Tuchinda,2009,http://arxiv.org/abs/0909.1769v1
9801,Jose,Ambite,2009,http://arxiv.org/abs/0909.1769v1
9802,Maria,Muslea,2009,http://arxiv.org/abs/0909.1769v1
9803,Cenk,Gazen,2009,http://arxiv.org/abs/0909.1769v1
9804,Benjamin,Sowell,2009,http://arxiv.org/abs/0909.1770v1
9805,Alan,Demers,2009,http://arxiv.org/abs/0909.1770v1
9806,Johannes,Gehrke,2009,http://arxiv.org/abs/0909.1770v1
9807,Nitin,Gupta,2009,http://arxiv.org/abs/0909.1770v1
9808,Haoyuan,Li,2009,http://arxiv.org/abs/0909.1770v1
9809,Walker,White,2009,http://arxiv.org/abs/0909.1770v1
9810,Goetz,Graefe,2009,http://arxiv.org/abs/0909.1772v1
9811,Harumi,Kuno,2009,http://arxiv.org/abs/0909.1772v1
9812,Janet,Wiener,2009,http://arxiv.org/abs/0909.1772v1
9813,Georgia,Koutrika,2009,http://arxiv.org/abs/0909.1774v1
9814,Benjamin,Bercovitz,2009,http://arxiv.org/abs/0909.1774v1
9815,Robert,Ikeda,2009,http://arxiv.org/abs/0909.1774v1
9816,Filip,Kaliszan,2009,http://arxiv.org/abs/0909.1774v1
9817,Henry,Liou,2009,http://arxiv.org/abs/0909.1774v1
9818,Zahra,Zadeh,2009,http://arxiv.org/abs/0909.1774v1
9819,Hector,Garcia-Molina,2009,http://arxiv.org/abs/0909.1774v1
9820,Michael,Armbrust,2009,http://arxiv.org/abs/0909.1775v1
9821,Armando,Fox,2009,http://arxiv.org/abs/0909.1775v1
9822,David,Patterson,2009,http://arxiv.org/abs/0909.1775v1
9823,Nick,Lanham,2009,http://arxiv.org/abs/0909.1775v1
9824,Beth,Trushkowsky,2009,http://arxiv.org/abs/0909.1775v1
9825,Jesse,Trutna,2009,http://arxiv.org/abs/0909.1775v1
9826,Haruki,Oh,2009,http://arxiv.org/abs/0909.1775v1
9827,Laure,Berti-Equille,2009,http://arxiv.org/abs/0909.1776v1
9828,Anish,Sarma,2009,http://arxiv.org/abs/0909.1776v1
9829,,Xin,2009,http://arxiv.org/abs/0909.1776v1
9830,,Dong,2009,http://arxiv.org/abs/0909.1776v1
9831,Amelie,Marian,2009,http://arxiv.org/abs/0909.1776v1
9832,Divesh,Srivastava,2009,http://arxiv.org/abs/0909.1776v1
9833,Abhishek,Mitra,2009,http://arxiv.org/abs/0909.1781v1
9834,Marcos,Vieira,2009,http://arxiv.org/abs/0909.1781v1
9835,Petko,Bakalov,2009,http://arxiv.org/abs/0909.1781v1
9836,Walid,Najjar,2009,http://arxiv.org/abs/0909.1781v1
9837,Vassilis,Tsotras,2009,http://arxiv.org/abs/0909.1781v1
9838,AnHai,Doan,2009,http://arxiv.org/abs/0909.1783v1
9839,Jeff,Naughton,2009,http://arxiv.org/abs/0909.1783v1
9840,Akanksha,Baid,2009,http://arxiv.org/abs/0909.1783v1
9841,Xiaoyong,Chai,2009,http://arxiv.org/abs/0909.1783v1
9842,Fei,Chen,2009,http://arxiv.org/abs/0909.1783v1
9843,Ting,Chen,2009,http://arxiv.org/abs/0909.1783v1
9844,Eric,Chu,2009,http://arxiv.org/abs/0909.1783v1
9845,Pedro,DeRose,2009,http://arxiv.org/abs/0909.1783v1
9846,Byron,Gao,2009,http://arxiv.org/abs/0909.1783v1
9847,Chaitanya,Gokhale,2009,http://arxiv.org/abs/0909.1783v1
9848,Jiansheng,Huang,2009,http://arxiv.org/abs/0909.1783v1
9849,Warren,Shen,2009,http://arxiv.org/abs/0909.1783v1
9850,Ba-Quy,Vuong,2009,http://arxiv.org/abs/0909.1783v1
9851,Stavros,Harizopoulos,2009,http://arxiv.org/abs/0909.1784v1
9852,Mehul,Shah,2009,http://arxiv.org/abs/0909.1784v1
9853,Justin,Meza,2009,http://arxiv.org/abs/0909.1784v1
9854,Parthasarathy,Ranganathan,2009,http://arxiv.org/abs/0909.1784v1
9855,Alkis,Simitsis,2009,http://arxiv.org/abs/0909.1786v1
9856,Yannis,Ioannidis,2009,http://arxiv.org/abs/0909.1786v1
9857,Gregory,Valiant,2009,http://arxiv.org/abs/0909.2030v2
9858,Paul,Valiant,2009,http://arxiv.org/abs/0909.2030v2
9859,Tiancheng,Li,2009,http://arxiv.org/abs/0909.2290v1
9860,Ninghui,Li,2009,http://arxiv.org/abs/0909.2290v1
9861,Jian,Zhang,2009,http://arxiv.org/abs/0909.2290v1
9862,Ian,Molloy,2009,http://arxiv.org/abs/0909.2290v1
9863,Arnab,Bhattacharya,2009,http://arxiv.org/abs/0909.3169v1
9864,Purushottam,Kar,2009,http://arxiv.org/abs/0909.3169v1
9865,Manjish,Pal,2009,http://arxiv.org/abs/0909.3169v1
9866,Neelu,Khare,2009,http://arxiv.org/abs/0909.5166v1
9867,Neeru,Adlakha,2009,http://arxiv.org/abs/0909.5166v1
9868,K.,Pardasani,2009,http://arxiv.org/abs/0909.5166v1
9869,Ping,Li,2009,http://arxiv.org/abs/0910.1495v1
9870,Maya,Ramanath,2009,http://arxiv.org/abs/0910.2405v1
9871,Kondreddi,Kumar,2009,http://arxiv.org/abs/0910.2405v1
9872,Georgiana,Ifrim,2009,http://arxiv.org/abs/0910.2405v1
9873,Kanak,Saxena,2009,http://arxiv.org/abs/0911.0781v1
9874,D.,Rajpoot,2009,http://arxiv.org/abs/0911.0781v1
9875,Rasmus,Amossen,2009,http://arxiv.org/abs/0911.1691v3
9876,Chris,Giannella,2009,http://arxiv.org/abs/0911.2942v2
9877,Kun,Liu,2009,http://arxiv.org/abs/0911.2942v2
9878,Hillol,Kargupta,2009,http://arxiv.org/abs/0911.2942v2
9879,Benjamin,Nguyen,2009,http://arxiv.org/abs/0912.0840v1
9880,Antoine,Vion,2009,http://arxiv.org/abs/0912.0840v1
9881,Francois-Xavier,Dudouet,2009,http://arxiv.org/abs/0912.0840v1
9882,Loic,Saint-Ghislain,2009,http://arxiv.org/abs/0912.0840v1
9883,Emil,Vassev,2009,http://arxiv.org/abs/0912.2134v1
9884,Mrs.,Nihalani,2009,http://arxiv.org/abs/0912.2282v1
9885,Dr.,Silakari,2009,http://arxiv.org/abs/0912.2282v1
9886,Dr.,Motwani,2009,http://arxiv.org/abs/0912.2282v1
9887,Jayanthi,Manicassamy,2009,http://arxiv.org/abs/0912.2307v1
9888,P.,Dhavachelvan,2009,http://arxiv.org/abs/0912.2307v1
9889,Ioannis,Antonellis,2009,http://arxiv.org/abs/0912.2404v2
9890,Anish,Sarma,2009,http://arxiv.org/abs/0912.2404v2
9891,Shaddin,Dughmi,2009,http://arxiv.org/abs/0912.2404v2
9892,Grigorios,Loukides,2009,http://arxiv.org/abs/0912.2548v2
9893,Aris,Gkoulalas-Divanis,2009,http://arxiv.org/abs/0912.2548v2
9894,Bradley,Malin,2009,http://arxiv.org/abs/0912.2548v2
9895,Gerhard,Mayer,2009,http://arxiv.org/abs/0912.2822v1
9896,Chao,Li,2009,http://arxiv.org/abs/0912.4742v2
9897,Michael,Hay,2009,http://arxiv.org/abs/0912.4742v2
9898,Vibhor,Rastogi,2009,http://arxiv.org/abs/0912.4742v2
9899,Gerome,Miklau,2009,http://arxiv.org/abs/0912.4742v2
9900,Andrew,McGregor,2009,http://arxiv.org/abs/0912.4742v2
9901,Wolfgang,Gatterbauer,2009,http://arxiv.org/abs/0912.5241v1
9902,Magdalena,Balazinska,2009,http://arxiv.org/abs/0912.5241v1
9903,Nodira,Khoussainova,2009,http://arxiv.org/abs/0912.5241v1
9904,Dan,Suciu,2009,http://arxiv.org/abs/0912.5241v1
9905,Alexandra,Meliou,2009,http://arxiv.org/abs/0912.5340v1
9906,Wolfgang,Gatterbauer,2009,http://arxiv.org/abs/0912.5340v1
9907,Katherine,Moore,2009,http://arxiv.org/abs/0912.5340v1
9908,Dan,Suciu,2009,http://arxiv.org/abs/0912.5340v1
9909,Luo-Luo,Jiang,2010,http://arxiv.org/abs/1001.2186v1
9910,Matus,Medo,2010,http://arxiv.org/abs/1001.2186v1
9911,Joseph,Wakeling,2010,http://arxiv.org/abs/1001.2186v1
9912,Yi-Cheng,Zhang,2010,http://arxiv.org/abs/1001.2186v1
9913,Tao,Zhou,2010,http://arxiv.org/abs/1001.2186v1
9914,Rajesh,Boora,2010,http://arxiv.org/abs/1001.2270v1
9915,Ruchi,Shukla,2010,http://arxiv.org/abs/1001.2270v1
9916,A.,Misra,2010,http://arxiv.org/abs/1001.2270v1
9917,Ivan,Bedini,2010,http://arxiv.org/abs/1001.4892v1
9918,Benjamin,Nguyen,2010,http://arxiv.org/abs/1001.4892v1
9919,Georges,Gardarin,2010,http://arxiv.org/abs/1001.4892v1
9920,Ivan,Bedini,2010,http://arxiv.org/abs/1001.4901v1
9921,Georges,Gardarin,2010,http://arxiv.org/abs/1001.4901v1
9922,Benjamin,Nguyen,2010,http://arxiv.org/abs/1001.4901v1
9923,Hoyoung,Jeung,2010,http://arxiv.org/abs/1002.0963v1
9924,Man,Yiu,2010,http://arxiv.org/abs/1002.0963v1
9925,Xiaofang,Zhou,2010,http://arxiv.org/abs/1002.0963v1
9926,Christian,Jensen,2010,http://arxiv.org/abs/1002.0963v1
9927,Heng,Shen,2010,http://arxiv.org/abs/1002.0963v1
9928,Adam,Kirsch,2010,http://arxiv.org/abs/1002.1104v1
9929,Michael,Mitzenmacher,2010,http://arxiv.org/abs/1002.1104v1
9930,Andrea,Pietracaprina,2010,http://arxiv.org/abs/1002.1104v1
9931,Geppino,Pucci,2010,http://arxiv.org/abs/1002.1104v1
9932,Eli,Upfal,2010,http://arxiv.org/abs/1002.1104v1
9933,Fabio,Vandin,2010,http://arxiv.org/abs/1002.1104v1
9934,Alejandro,Lara,2010,http://arxiv.org/abs/1002.2450v1
9935,M.,Hossain,2010,http://arxiv.org/abs/1002.3195v1
9936,Michael,Narayan,2010,http://arxiv.org/abs/1002.3195v1
9937,Naren,Ramakrishnan,2010,http://arxiv.org/abs/1002.3195v1
9938,Manas,Pathak,2010,http://arxiv.org/abs/1002.3671v3
9939,Bhiksha,Raj,2010,http://arxiv.org/abs/1002.3671v3
9940,Blaise,Genest,2010,http://arxiv.org/abs/1003.1010v1
9941,Anca,Muscholl,2010,http://arxiv.org/abs/1003.1010v1
9942,Zhilin,Wu,2010,http://arxiv.org/abs/1003.1010v1
9943,Viswanath,Gunturi,2010,http://arxiv.org/abs/1003.1251v2
9944,Shashi,Shekhar,2010,http://arxiv.org/abs/1003.1251v2
9945,Arnab,Bhattacharya,2010,http://arxiv.org/abs/1003.1251v2
9946,David,Spivak,2010,http://arxiv.org/abs/1003.2682v1
9947,L.,Banowosari,2010,http://arxiv.org/abs/1003.3082v1
9948,I.,Wicaksana,2010,http://arxiv.org/abs/1003.3082v1
9949,A.,Mutiara,2010,http://arxiv.org/abs/1003.3082v1
9950,Andrea,Cali,2010,http://arxiv.org/abs/1003.3139v2
9951,Davide,Martinenghi,2010,http://arxiv.org/abs/1003.3139v2
9952,S.,Vidhya,2010,http://arxiv.org/abs/1003.4066v1
9953,S.,Karthikeyan,2010,http://arxiv.org/abs/1003.4066v1
9954,Stefan,Endrullis,2010,http://arxiv.org/abs/1003.4418v1
9955,Andreas,Thor,2010,http://arxiv.org/abs/1003.4418v1
9956,Erhard,Rahm,2010,http://arxiv.org/abs/1003.4418v1
9957,Marko,Rodriguez,2010,http://arxiv.org/abs/1004.1001v1
9958,Peter,Neubauer,2010,http://arxiv.org/abs/1004.1001v1
9959,Dr.,AnandhaKumar,2010,http://arxiv.org/abs/1004.1229v1
9960,V.,Balamurugan,2010,http://arxiv.org/abs/1004.1229v1
9961,Gokarna,Sharma,2010,http://arxiv.org/abs/1004.1569v2
9962,Costas,Busch,2010,http://arxiv.org/abs/1004.1569v2
9963,Srikanta,Tirthapura,2010,http://arxiv.org/abs/1004.1569v2
9964,Geert,Bex,2010,http://arxiv.org/abs/1004.2372v1
9965,Wouter,Gelade,2010,http://arxiv.org/abs/1004.2372v1
9966,Frank,Neven,2010,http://arxiv.org/abs/1004.2372v1
9967,Stijn,Vansummeren,2010,http://arxiv.org/abs/1004.2372v1
9968,Vikram,Singh,2010,http://arxiv.org/abs/1004.3568v1
9969,Sapna,Nagpal,2010,http://arxiv.org/abs/1004.3568v1
9970,Jeremiah,Blocki,2010,http://arxiv.org/abs/1004.3811v2
9971,Ryan,Williams,2010,http://arxiv.org/abs/1004.3811v2
9972,Alan,Sexton,2010,http://arxiv.org/abs/1004.4216v1
9973,Richard,Swinbank,2010,http://arxiv.org/abs/1004.4216v1
9974,Venkatesan,Chakaravarthy,2010,http://arxiv.org/abs/1004.4729v1
9975,Vinayaka,Pandit,2010,http://arxiv.org/abs/1004.4729v1
9976,Yogish,Sabharwal,2010,http://arxiv.org/abs/1004.4729v1
9977,Daniel,Golovin,2010,http://arxiv.org/abs/1005.0662v1
9978,Gianluigi,Greco,2010,http://arxiv.org/abs/1005.1567v2
9979,Francesco,Scarcello,2010,http://arxiv.org/abs/1005.1567v2
9980,Michael,Wick,2010,http://arxiv.org/abs/1005.1934v1
9981,Andrew,McCallum,2010,http://arxiv.org/abs/1005.1934v1
9982,Gerome,Miklau,2010,http://arxiv.org/abs/1005.1934v1
9983,Guozhang,Wang,2010,http://arxiv.org/abs/1005.3773v1
9984,Marcos,Salles,2010,http://arxiv.org/abs/1005.3773v1
9985,Benjamin,Sowell,2010,http://arxiv.org/abs/1005.3773v1
9986,Xun,Wang,2010,http://arxiv.org/abs/1005.3773v1
9987,Tuan,Cao,2010,http://arxiv.org/abs/1005.3773v1
9988,Alan,Demers,2010,http://arxiv.org/abs/1005.3773v1
